,,Message/Text,Real/Fake,Sentiment
,,"Nov 04, 2020 11:23 (IST)
Arunachal Pradesh reports 85 new COVID-19 cases, 4 more deaths

Four more persons died of COVID-19 in Arunachal Pradesh, pushing it to 42, while the caseload rose to 15,083 with 85 people testing positive for the infection on Wednesday, a senior official said.

Three died due to the infection at a dedicated COVID hospital on Tuesday and one at a military hospital in West Kameng, Surveillance Officer (SSO) Dr Lobsang Jampa said.",Real,Fact based
,,"Nov 04, 2020 10:38 (IST)
1,637 new COVID-19 cases, 6 deaths in Telangana

Telangana reported 1,637 new COVID-19 cases, taking the tally to2,44,143 while six more deaths pushed the number to 1,357, the state government said on Wednesday. 

The number of active cases was 18,100, while as many as 15,335 were in home or institutional quarantine, a bulletin said, providing data as of 8 PM on November 3. 

Of the fresh cases, Greater Hyderabad Municipal Corporation (GHMC) accounted for the most number of cases with 292, followed by Rangareddy (136) and Medchal Malkajgiri (129) districts.",Real,Fact based
,,"Nov 04, 2020 10:00 (IST)
Jharkhand reports 397 new COVID-19 cases, five more deaths

Jharkhand's COVID-19 tally mounted to 1,02,887 as 397 more people tested positive for the infection, a health department official said on Wednesday.",Real,Fact based
,,"Nov 04, 2020 09:32 (IST)
Assam reports 379 more COVID-19 cases

Three hundred and seventy-nine new COVID-19 cases and 473 recoveries were reported on Tuesday in Assam, according to the state health department.

With new cases, the tally for the state has reached 2,07,361, including 1,98,039 recoveries. A total of 934 people have died. There are 8,385 active COVID-19 cases in the state at present.",Real,Fact based
,,"Nov 04, 2020 08:54 (IST)
Demand for Remdesivir, oxygen falls as new cases decline in Gujarat

With the number of new coronavirus infections and active cases in Gujarat declining, the demand for oxygen and drugs like Remdesivir has fallen, the Food and Drug Control Administration (FDCA) said on Tuesday.

The state has been reporting less than 1,000 new cases per day since the last week of October.

The demand for medical oxygen decreased to 135 tons per day in October compared to 240 tons per day in the previous month, said FDCA commissioner H G Koshiya.

""Cases of coronavirus in the state are declining and the demand and consumption of medical oxygen, Remdesivir injections and Favipiravir tablets, which are useful in its treatment, has seen a big decline,"" he said.",Real,Fact based
,,"Nov 04, 2020 07:28 (IST)
Ahmedabad district reports 166 COVID-19 cases, 168 recoveries

Ahmedabad district of Gujarat reported 166 new coronavirus cases on Tuesday, increasing its tally to 43,034, the state health department said.

The number of COVID-19 fatalities in the district rose to 1,923 with two more patients died, it said.

With 168 more patients getting discharged, the count of recovered cases increased to 37,809, said the department in a release. Ahmedabad city reported154 new cases and 150 recoveries, while rural parts of the district recorded 12 fresh infections and 18 discharges, it said.",Real,Fact based
,,"Nov 04, 2020 07:01 (IST)
Oxygen COVID-19 hospital beds freed for other patients in Pune

With the number of coronavirus cases coming down in Pune district, the local administration has

allowed private hospitals to use oxygen-supported COVID-19 beds for treatment of patients suffering from other diseases.

With 546 new cases on Tuesday, the COVID-19 tally in the western Maharashtra district has risen to 3,25,212. Also, 3,05,945 patients have been discharged from hospitals, leaving 11,476 active cases in the district, officials said.

""With the numbers of COVID-19 cases coming down and the recovery rate of the district also improving, private hospitals have been allowed to use oxygenated COVID-19 beds for non-COVID-19 purpose,"" said collector Rajesh Deshmukh.

Removing the 80:20 clause (COVID-19 & non-coronavirus patients), private hospitals have been asked to give a detailed plan on how will they manage these beds, he said.
",Real,Fact based
,,"Nov 04, 2020 06:51 (IST)
Coronavirus testing facility for departing passengers begins at Delhi Airport

Coronavirus testing facility for domestic and international departing passengers has commenced at the Delhi Airport.

Delhi International Airport Limited, a GMR-led consortium, on Tuesday announced commencement of the on-demand coronavirus testing facility for domestic/ international passengers taking their flight from Indira Gandhi International Airport before their departure, read a press statement from Delhi Airport.",Real,Fact based
,,"November 03, 2020 09:54 PM IST
Coronavirus LIVE Updates |​ 2,756 fresh COVID-19 cases, 26 more deaths in Karnataka

With 2,756 fresh cases and 26 more deaths, Karnataka''s COVID-19 tally and cumulative fatalities reached 8,32,396 and 11,247 respectively on Tuesday, the health department said. The state has been showing a steady decline in cases and mortalities in recent days from an alarming over 10,000 infections and around 200 fatalities a day about a month ago. ",Real,Fact based
,,"November 03, 2020 09:03 PM IST
Coronavirus LIVE Updates |​ Delhi records 6,725 cases, daily infection tally crosses 6,000-mark for first time

Delhi recorded over 6,700 fresh COVID-19 cases for the first time on November 3 taking the infection tally in the national capital to over 4 lakh, even as the positivity rate stood at 11.29 per cent amid festive season and rising pollution in the city. The 6,725 fresh cases came out of the 59,540 tests conducted the previous day.

This is the first time when the number of daily cases has crossed the 6,000-mark.",Real,Fact based
,,"November 03, 2020 08:08 PM IST
Coronavirus LIVE Updates |​ 169 new COVID-19 cases in Noida, tally at 18,339

Uttar Pradesh''s Gautam Buddh Nagar recorded 169 new COVID-19 cases on November 3, pushing the district''s infection tally to 18,339, official data showed.
The number of active cases came down to 1,280 from 1,289 on Monday, according to the data released by the UP Health Department for a 24-hour period.
    ",Real,Fact based
,,"November 03, 2020 06:33 PM IST
Coronavirus LIVE Updates |​ Meghalaya reports more COVID-19 recoveries than fresh cases

Meghalaya on November 3 reported more COVID-19 recoveries than fresh cases as 101 recuperated from the disease while 63 new infections pushed the tally to 9,741, a senior health official said.",Real,Fact based
,,"November 03, 2020 06:01 PM IST
Coronavirus LIVE Updates |​ Kerala, Delhi, Bengal, Manipur showing increase in COVID-19 cases from Octover 3-November 3: Health Ministry

The Union Health Ministry said on November 3 that Kerala, Delhi, West Bengal and Manipur has shown an increase in the number of coronavirus infection between October 3 and November 3.
During the same period, Maharashtra, Karnataka, Tamil Nadu and Uttar Pradesh were the top states which registered a decline in the number of COVID-19 cases, it said.

At a press briefing, Union Health Secretary Rajesh Bhushan said there has been a continuous decline in average daily new COVID-19 cases as well as deaths for the last seven weeks.",Real,Fact based
,,"November 03, 2020 04:42 PM IST
Coronavirus LIVE Updates | India's COVID-19 recoveries cross 76-lakh mark, case fatality rate at 1.49%

India's total coronavirus recoveries crossed 76 lakh-mark on November 3 after 58,323 patients recovered and were discharged in the last 24 hours, according to the Union Ministry of Health and Family Welfare. The ministry informed that the national recovery rate has escalated to 91.96 percent.",Real,Fact based
,,"October 31, 2020 10:44 PM IST
Coronavirus in Tamil Nadu LIVE Updates | Tamil Nadu allows schools, colleges, cinemas to resume from November

Easing curbs further, Tamil Nadu government on Saturday allowed schools, colleges, cinemas, zoos and amusement parks to reopen from next month by following Standard Operating Procedures.

Suburban train services, as per the Central government's decision, are ""allowed"" to resume.",Real,Fact based
,,"October 31, 2020 10:05 PM IST
Coronavirus in West Bengal LIVE Updates | 3,993 new COVID-19 cases, 4,049 discharged cases and 57 deaths reported in West Bengal today, as per the State Health Department.",Real,Fact based
,,"October 31, 2020 09:46 PM IST
Coronavirus in Madhya Pradesh LIVE Updates | Madhya Pradesh reports 669 new COVID-19 cases, 10 deaths and 1,024 recoveries today, as per State Health Department Total cases in the State now at 1,71,359 including 2,951 deaths and 1,59,479 recoveries Active cases stand at 8,929. ",Real,Fact based
,,"October 31, 2020 09:12 PM IST
Coronavirus in Punjab LIVE Updates | Punjab reports 503 new COVID-19 cases and 16 deaths today. Total number of cases now at 1,33,658 including 1,25,198 discharges, 4,257 active cases and 4,203 deaths. ",Real,Fact based
,,"October 31, 2020 08:52 PM IST
Coronavirus in Tamil Nadu LIVE Updates | Tamil Nadu reports 2,511 new COVID-19 infections, taking the state's total cases to 7,24,522. There are 22,164 active patients while 6,91,236 people have recovered. 11,122 deaths recorded till date.",Real,Fact based
,,"October 31, 2020 08:31 PM IST
Coronavirus in Delhi LIVE Updates | 5,062 new COVID-19 cases, 4,665 recoveries and 41 deaths reported in Delhi today. The total case tally stands at 3,86,706 including 3,47,476 recoveries, 32,719 active cases and 6,511 deaths. ",Real,Fact based
,,"October 31, 2020 08:16 PM IST
Coronavirus in Mumbai LIVE Updates | Mumbai reports 993 new COVID-19 cases, 680 recovered cases and 32 deaths today. Total cases in Mumbai now at 2,57,500 including 2,27,822 discharges and 18,753 active cases. The death toll is at 10,250. ",Real,Fact based
,,"October 31, 2020 07:52 PM IST
Coronavirus in Maharashtra LIVE Updates | Maharashtra reports 5,548 new COVID-19 cases, 7,303 recoveries and 74 deaths, as per State Public Health Department. COVID19 tally of the State rises to 16,78,406 including 15,10,353 recoveries and 43,911 deaths. Active cases at 1,23,585.",Real,Fact based
,,"November 02, 2020 08:09 PM IST
Coronavirus in India LIVE Updates | Gujarat reports 875 new COVID-19 cases and 4 deaths

Gujarat reports 875 new COVID-19 cases, 4 deaths and 1,004 recoveries today, taking total cases to 1,74,679 including 1,58,251 recoveries, 3,728 deaths, and 12,700 active cases, as per State Health Department.",Real,Fact based
,,"November 02, 2020 07:44 PM IST
Coronavirus in India LIVE Updates | Karnataka reported 2,576 new COVID-19 cases 

Karnataka reported 2,576 new cases of COVID-19, 8,334 discharges, and 29 deaths in the last 24 hours. This takes the total number of cases to 8,29,640 including 44,805 active cases, 7,73,595 discharges and 11,121 deaths, according to the state's health department. 

",Real,Fact based
,,"November 02, 2020 07:34 PM IST
Coronavirus in India LIVE Updates | Manipur records 341 new COVID-19 cases and 9 deaths today.

Manipur records 341 cases of COVID-19 and nine deaths today, taking the total number of positive cases stand at 19,091 including 15,343 recoveries, 3,568 active cases and 180 deaths according to the state's health department.",Real,Fact based
,,"Nov 05, 2020 12:02 (IST)
602 new COVID-19 cases in Thane, 13 more deaths

The COVID-19 tally in Maharashtra's Thane district reached 2,13,762 with the addition of 602 new cases of the viral infection, an official said on Thursday.

The district also reported 13 deaths due to COVID-19 on Wednesday, taking the number to 5,401, he said.

There are currently 8,247 active coronavirus cases in the district, while 2,00,114 patients have recovered from the infection, he said. The COVID-19 recovery rate in the district is 93.62 per cent, while the mortality rate stands at 2.53 per cent.",Real,Fact based
,,"Nov 05, 2020 10:48 (IST)
Arunachal Pradesh reports 77 new COVID-19 cases

Arunachal Pradesh's COVID-19 tally rose to 15,160 on Thursday as 77 more people tested positive for the infection, a senior health official said.

A coronavirus patient died due to the infection, pushing the state's COVID-19 deaths to 43, he said. The 60-year-old man, also suffering from chronic liver ailment with hepatic encephalopathy, died at a COVID health centre in Tirap district's Khonsa on Tuesday, State Surveillance Officer (SSO) Dr Lobsang Jampa said. 

The Capital Complex region reported the highest number of new cases at 21, followed by Upper Subansiri (eight) and Upper Siang (seven), he said.",Real,Fact based
,,"Nov 05, 2020 10:32 (IST)
Mizoram records 65 new Covid-19 cases

As many as 65 new cases of COVID-19 were reported in Mizoram in the last 24 hours, according to the State Ministry of Information and Public Relations (I&PR) on Thursday.

The total count of coronavirus cases have reached 2,958 with 521 active cases, while 2,435 patients have been discharged/migrated so far in the state. Two persons have died due to the disease in Mizoram to date.",Real,Fact based
,,"Nov 05, 2020 09:48 (IST)
Telangana adds 1,539 new COVID-19 cases

Telangana reported 1,539 new COVID-19 cases taking the tally to 2,45,682 while five more deaths pushed the number to 1,362, the state government said on Thursday. 

Greater Hyderabad Municipal Corporation (GHMC) accounted for the most number of cases with 285, followed by Rangareddy (123) and Medchal Malkajgiri (102) districts, it said in a bulletin, providing data as of 8 PM on November 4.

As many as18,656 are under treatment and 44,327 samples were tested on November 3. Cumulatively 44,84,183 samples have been tested. The samples tested per million population was 1,20,477, the bulletin said.",Real,Fact based
,,"Nov 05, 2020 08:39 (IST)
Assam reports 380 new COVID-19 cases

Three hundred and eighty new cases of the novel coronavirus and 655 discharges were reported on Wednesday in Assam. ""The total cases in the state has risen to 2,07,741,"" State Health Minister Himanta Biswa Sarma informed.",Real,Fact based
,,"Nov 05, 2020 08:20 (IST)
Social distancing goes for a toss at Dehradun markets amid festive season

Despite the COVID-19 pandemic, markets in Dehradun witnessed a heavy footfall on Wednesday, amid the festive season, while visibly compromising the social distancing norms.

Some customers were seen wearing masks in the market areas, however, a few people were seen with their face masks down to their chin.",Real,Fact based
,,"Nov 05, 2020 07:56 (IST)
Telangana Health Minister inaugurates COVID testing lab at GMR Hyderabad International Airport

Telangana State Health Minister Eatala Rajendar on Wednesday inaugurated the COVID-19 testing lab at GMR Hyderabad International Airport, giving travellers the added facility for a safe journey.

This testing facility ensures a safe journey of all passengers entering the city, scheduled for domestic connecting flights or international departing passengers.

As per Telangana state health regulations, all arriving international passengers having onward connections need to have a negative RT-PCR test certificate (done within 96 hours prior to the departure time) either from the port of origin or test done on arrival at Hyderabad International Airport to avoid institutional quarantine.",Real,Fact based
,,"Oct 13, 2020 02:41 (IST)
Coronavirus News: Punjab Schools To Reopen From October 15
Punjab said on Monday that a decision has been taken to reopen schools and coaching institutions from October 15 in a graded manner, reported news agency PTI. Students of only classes 9-12 are permitted to attend schools with parental consent and without making attendance compulsory, according to a statement. However, online classes shall continue to be the preferred mode of teaching and be encouraged. The schools, which are being allowed to open after October 15, will have to mandatorily follow the standard operating procedures, to be issued by the School Education Department.",Real,Fact based
,,"Oct 13, 2020 01:22 (IST)
Coronavirus News: Sikkim Reports Seven Fresh COVID-19 Cases, One Fatality
Sikkim reported seven fresh COVID-19 cases and one fatality on Monday, an official said, reported news agency PTI. East Sikkim registered six positive cases, while North Sikkim accounted for one infection. Sikkim has so far recorded 3,366 coronavirus cases, of which 384 are active and 2,844 patients have recovered from the disease, he said, adding, 81 patients have migrated out.",Real,Fact based
,,"Oct 12, 2020 23:14 (IST)
Rajasthan's COVID-19 case count rises to 1,61,184

A total of 2,132 new cases of COVID-19 cases were reported in Rajasthan on Monday taking the total count of cases to 1,61,184 in the state.

According to the state government, 15 patients died due to the virus in the state taking the death count to 1,665.

The state currently has 21,671 active coronavirus cases, while 1,37,848 people have recovered from the viral infection so far.",Real,Fact based
,,"Oct 12, 2020 21:46 (IST)
Letting coronavirus ""run free"" with eye to herd immunity ""unethical"": WHO

The World Health Organization chief warned against suggestions by some to just allow Covid-19 to spread in the hope of achieving so-called herd immunity, saying this was ""unethical"".

""Never in the history of public health has herd immunity been used as a strategy for responding to an outbreak, let alone a pandemic,"" Tedros Adhanom Ghebreyesus told a virtual press briefing. 

""It is scientifically and ethically problematic,"" he said.",Real,Fact based
,,"Oct 12, 2020 21:31 (IST)
Bihar reports 732 new COVID-19 cases

Bihar's COVID-19 case count rose to 1,96,999 as 732 more people tested positive for coronavirus today, while nine deaths pushed the state's coronavirus death count to 955, a health bulletin said.

As many as 1,369 more people have been cured of the disease, taking the total number of recoveries to 1,85,593, it said, adding the recovery rate among the COVID-19 patients in the state stands at 94.21 per cent.",Real,Fact based
,,"Oct 12, 2020 20:35 (IST)
Meghalaya reports 88 new COVID-19 cases, one more death

At least 88 people tested positive for COVID-19 in Meghalaya, pushing the tally to 7,771, a senior official said.

One more person died due to the infection, raising the death count to 64, Health Services Director Aman War said.

Altogether 131 people have recovered from the disease since Sunday, he said.",Real,Fact based
,,"Oct 12, 2020 20:19 (IST)
India generated over 18,000 tonnes of Covid waste since June: Government data

India generated 18,006 tonnes of COVID-19 biomedical waste in the last four months, with Maharashtra contributing the maximum (3,587 tonnes) to it, according to Central Pollution Control Board (CPCB) data.

Around 5,500 tonnes of COVID-19 waste was generated across the country in September -- the maximum for a month so far.

All states and Union Territories have since June generated 18,006 tonnes of COVID-19-related biomedical waste which is being collected, treated and disposed of by 198 common biomedical waste treatment facilities",Real,Fact based
,,"Oct 12, 2020 19:24 (IST)
Kerala opens tourist destinations in phased manner for domestic visitors

After remaining shut for over six months due to the COVID-19 pandemic, Kerala opened up various tourist destinations, adventure parks, houseboats and boating services, except beaches, in a phased manner, for domestic visitors. The state has decided to reopen the tourism destinations in two phases, subject to central government guidelines.

Domestic tourists who visit Kerala for short trips (less than seven days) have been exempted from quarantine, but they should register in the COVID Jagratha portal.

If the tourists plan to extend their stay for more than seven days, they would have to undergo test from ICMR/State Government approved laboratories and follow all the COVID-19 health advisories.",Real,Fact based
,,"Oct 12, 2020 19:05 (IST)
J&K begins flu vaccination for health workers dealing with Covid patients

Jammu and Kashmir's health & medical education department began influenza vaccination for healthcare professionals dealing with patients infected by the coronavirus, officials said.

Healthcare workers are at increased risk of exposure to COVID-19 as compared to the general population, with potential threat for their health and for patients safety.

""The Health & Medical Education Department has started influenza vaccination for health care professionals dealing with COVID-19 patients from today in J&K"", Financial Commissioner, Health and Medical Education Department, J&K Atul Dulloo said.",Real,Fact based
,,"Oct 12, 2020 17:07 (IST)
Vice-President M Venkaiah Naidu recovers from COVID-19

Vice-President M Venkaiah Naidu tested negative for COVID-19 today, his office said. Mr Naidu had tested positive for coronavirus on September 29.

The 71-year-old was asymptomatic and under home-isolation during his recovery from the infection.

""As per today's RT-PCR test conducted by AIIMS, both the vice-president and his wife Usha Naidu have tested negative for COVID-19,"" the Vice-President's Secretariat said in a statement.",Real,Fact based
,,"Oct 12, 2020 16:46 (IST)
Follow COVID-19 safety protocols during festive season: Mamata Banerjee

West Bengal Chief Minister Mamata Banerjee said there are instances of COVID-19 becoming air borne and the community transmission of the contagion has started in the state and urged people to strictly adhere to the regulations during the coming festive season.

Ms Banerjee, who was speaking after a cabinet meeting, said: ""I ask everybody to follow the COVID-19 safety protocols during the festive season. There are instance of community transmission of COVID-19 and also the contagion becoming air borne.""",Real,Fact based
,,"Oct 12, 2020 16:11 (IST)
Former UP Chief Minister Kalyan Singh recovers from COVID-19

Former Uttar Pradesh Chief Minister and BJP leader Kalyan Singh has been discharged from a Ghaziabad hospital after recovering from coronavirus, an official said.

Kalyan Singh was admitted to Ghaziabad's Yashoda Super Speciality Hospital on September 16 after he tested positive for the infection.He was shifted from Lucknow''s Sanjay Gandhi Postgraduate Institute of Medical Sciences to the hospital near the Kaushambi Metro station.

The hospital's Medical Superintendent, Dr Anuj Agarwal, said the BJP leader tested negative for the infection on Saturday.",Real,Fact based
,,"Oct 12, 2020 15:29 (IST)
India sustaining steady decline of COVID-19 active cases, reports 86.36 per cent recovery rate

India has sustained the trend of a steady decline of COVID-19 active cases which remained below nine lakhs for the fourth consecutive day, the Ministry of Health and Family Welfare (MoHFW) informed on Monday.

Active cases, currently stand at 8,61,853, comprise merely 12.10 per cent of total positive cases.

""India's total recovered cases stand at 61,49,535. The difference between active cases and recovered cases is consistently increasing which stands at 52,87,682 today. 71,559 patients recovered in the last 24 hours,"" according to the MoHFW.",Real,Fact based
,,"Oct 12, 2020 15:13 (IST)
109 new COVID-19 cases, one more fatality in Tripura

At least 109 people tested positive for COVID-19 in Tripura on Monday, pushing the tally in the state to 28,461 a health department official said.

The death toll rose to 313 with one more person succumbing to the infection, he said.

West Tripura district, of which state capital Agartala is a part, has accounted for 169 of the 313 deaths.

Altogether 317 patients were discharged on Sunday from GB Pant hospital, the main referral facility in the state for COVID-19 patients, the official said.",Real,Fact based
,,"Oct 12, 2020 14:36 (IST)
1,341 new COVID-19 cases in Thane; tally rises to 1,91,823

Maharashtra's Thane district added 1,341 COVID-19 cases, raising its tally to 1,91,823, an official said on Monday.

The district also reported 32 deaths on Sunday, taking the toll to 4,846, he said.

So far, the maximum positive cases have been reported from the district's Kalyan town at 46,185, followed by Thane city-40,861 and Navi Mumbai 40,345, the official said.

Thane city has till now reported the maximum number of deaths-1,066, followed by Kalyan-903, Navi Mumbai-817 and Mira Bhayander-634.",Real,Fact based
,,"Oct 12, 2020 14:16 (IST)
JustIn| Himachal Pradesh Chief Minister Jairam Thakur tests positive for COVID-19; goes into home isolation.
",Real,Fact based
,,"Oct 12, 2020 14:07 (IST)
COVID-19 active caseload below 9 lakh for fourth consecutive day

India's COVID-19 recoveries have surged to over 61 lakh, while active cases of coronavirus infection remained below nine lakh for the fourth consecutive day, the Union Health Ministry said on Monday.

The total recoveries have increased to 61,49,535 and exceed the active infections by 52,87,682 as on date, it highlighted.

Also, a total of 71,559 patients have recovered and were discharged in a span of 24 hours against 66,732 new infections reported during the same period. 

""India continues to report a trend of steadily decreasing active cases.For the fourth day after the active cases dropped below the 9 lakh mark after a month, the decline continues,"" the ministry said.",Real,Fact based
,,"Oct 12, 2020 13:31 (IST)
Ladakh records 22 new cases, 64 more patients cured

The Union Territory of Ladakh reported 22 new coronavirus cases, taking the total number of COVID-19 cases to 5081, an official bulletin said on Monday.

With 64 more patients cured of the disease, the number of active cases in the region dropped to 980 - 739 in Leh district and 241 in Kargil district, the bulletin released this morning by the directorate of health services said.

Ladakh had recorded a total of 64 COVID-related deaths, while 4037 patients have recovered from the disease till date.

Out of 22 new cases, the bulletin said 18 were detected in Leh and four in Kargil during the past 24 hours.",Real,Fact based
,,"Oct 12, 2020 12:47 (IST)
Puducherry logs 189 fresh COVID-19 cases, two deaths push tally to 565

Puducherry on Monday reported 189 new COVID-19 cases taking the overall count in the union territory to 31,737 while two people succumbed to the virus, Health Minister Malladi Krishna Rao said.

The two deaths, both from the Puducherry region of the union territory, took the toll to 565, the Minister told a virtual press meet.

The 189 fresh cases were identified during the last 24 hours at the end of the examination of 2,579 samples, he said.

As many as 264 patients recovered and were discharged from various hospitals in the last 24 hours ending 10 am today, he added.

Mr Rao said the two patients who died Monday had Covid pneumonia",Real,Fact based
,,"Oct 12, 2020 11:44 (IST)
148 new cases take Arunachal's COVID-19 tally to 12,147

At least 148 more people, including three health workers, have tested positive for COVID-19 in Arunachal Pradesh, pushing the tally to 12,147, an official said on Monday.

The number of deaths rose to 24 after a 58-year-old man died to the infection at the Tomo Riba Institute of Health and Medical Sciences (TRIHMS) in Naharlagun near here, he said.

""The person from Assam's Biswanath district was admitted to the hospital after he suffered a stroke. He also tested positive for COVID-19 and breathed his last on Sunday. The man was working with a private firm here,"" State Surveillance Officer (SSO) Dr Lobsang Jampa said.",Real,Fact based
,,"Oct 12, 2020 11:44 (IST)
148 new cases take Arunachal's COVID-19 tally to 12,147

At least 148 more people, including three health workers, have tested positive for COVID-19 in Arunachal Pradesh, pushing the tally to 12,147, an official said on Monday.

The number of deaths rose to 24 after a 58-year-old man died to the infection at the Tomo Riba Institute of Health and Medical Sciences (TRIHMS) in Naharlagun near here, he said.

""The person from Assam's Biswanath district was admitted to the hospital after he suffered a stroke. He also tested positive for COVID-19 and breathed his last on Sunday. The man was working with a private firm here,"" State Surveillance Officer (SSO) Dr Lobsang Jampa said.",Real,Fact based
,,"Oct 12, 2020 09:21 (IST)
JustIn| 66,732 fresh COVID-19 cases in India, 71.2 lakh total cases so far; 816 deaths in 24 hours, 1,09,150 total deaths",Real,Fact based
,,"Oct 12, 2020 08:00 (IST)
Haryana reports 1.065 new cases of COVID-19

Haryana reported 1,065 new cases of COVID-19 on Sunday, taking the total cases in the state to 1,42,155.

A total of 1,30,003 patients have been discharged so far, after recovering from the disease while 1,579 have succumbed to the virus. The active Covid-19 cases in the state are 10,573, as per the state's Health Department.

In Haryana, the COVID-19 positivity rate is 6.46 per cent, the recovery rate is 91.45 per cent and the fatality rate is 1.11 per cent. ",Real,Fact based
,,"Oct 12, 2020 07:32 (IST)
Nagaland's COVID-19 tally crosses 7,000-mark with 70 fresh cases

Nagaland's COVID-19 tally crossed the 7,000-mark on Sunday as 70 more people, including 40 security personnel, tested positive for the disease, Health Minister S Pangnyu Phom said.

The fresh infections increased the state's total caseload to 7,019.

Taking to Twitter, the minister said, ""70 positive cases of COVID-19 were detected today Dimapur 51, Kohima 13, Peren 2 and one each in Tuensang, Mon, Longleng and Mokokchung districts.""

Forty-nine coronavirus patients - 33 from Dimapur, 15 from Kohima and one from Tuensang - were cured of the disease during the day, he said.",Real,Fact based
,,"Oct 15, 2020 05:21 (IST)
At least 181 more people tested positive for COVID-19 in Tripura on Wednesday, pushing the tally to 28,859, a health department official said.

The death count rose to 315 with one more person succumbing to the virus, he said. West Tripura district, comprising state capital Agartala, has accounted for 170 COVID-19 deaths so far.

Tripura now has 3,503 active cases, while 25,018 people have recovered. Twenty-three patients have migrated to other states, the official said.",Real,Fact based
,,"Oct 15, 2020 03:46 (IST)
COVID-19: Karnataka allows cinema halls, multiplexes to open from today
Karnataka government has allowed from Thursday the reopening of cinema halls and multiplexes, with 50 per cent seating capacity.The state government issued guidelines that include Thermal screening, social distancing, Seats that are ''Not to be occupied'' shall be marked as such during booking and proper sanitization.

As per the guidlelines, No Exhibition of Film shall be allowed in containment zones.

Film exhibition activities through cinemas/theatres/multiplexes shall be governed as per the prevalent guidelines of Home Department, Health & Family Welfare department, Department of information and public relations and other related departments and District administrations.",Real,Fact based
,,"Oct 15, 2020 01:57 (IST)
Coronavirus news: 1,237 new cases in Pune district
Pune district reported 1,237 new coronavirus cases in the last 24 hours, taking its case count to 3,10,430, a health official said on Wednesday evening.

The death countreached 7,297 with 47 fatalities.

""Of the 1,237 cases, 528 are in Pune Municipal Corporation limits, which has recorded 1,55,595 patients till now.
However, 1,413 patients were also discharged from city hospitals during the day,"" the official said.",Real,Fact based
,,"Oct 15, 2020 01:02 (IST)
COVID-19: Tripura reports 181 fresh cases, tally rises to 28,859
At least 181 more people tested positive for COVID-19 in Tripura on Wednesday, pushing the tally to 28,859, a health department official said.

The death count rose to 315 with one more person succumbing to the virus, he said.

West Tripura district, comprising state capital Agartala, has accounted for 170 COVID-19 deaths so far.

Tripura now has 3,503 active cases, while 25,018 people have recovered. Twenty-three patients have migrated to other states, the official said.",Real,Fact based
,,"Oct 15, 2020 00:47 (IST)
COVID-19: Nagaland reports 53 fresh cases, 85 recoveries
The COVID-19 tally of Nagaland went up to 7,416 after 53 more people tested positive for the virus on Wednesday, while 85 patients recovered from the infection taking the number of cured people to 5,855, Health Minister S Pangnyu Phom said.

""53 positive cases of COVID-19 were detected today. Kohima 25, Mon 14, Dimapur 10, Peren 2, and one each in Tuensang and Zunheboto districts,"" the Minister tweeted.

He also said that 80 patients recovered from COVID-19 in Kohima, three in Dimapur and two in Peren.

Nagaland's recovery rate is 78.95 per cent. The state now has 1,473 active cases, said Additional Director, Health and Family Welfare, Dr Denis Hangsing.

Altogether 27 COVID-19 infected patients have died so far and it is confirmed that 17 of them succumbed to the disease.",Real,Fact based
,,"Oct 15, 2020 00:38 (IST)
Coronavirus news: Uttar Pradesh government launches campaign to mark World Hand Wash Day
The Uttar Pradesh government will observe the ""Global Hand Washing Day"" on Thursday with the theme ""Hand Hygiene for All"" in all 75 districts of the state with the involvement of every major department.

The state government launched a social campaign on Wednesday with the hashtag #HathDhonaRokeCorona to urge people to keep washing their hands at regular intervals to stay away from the coronavirus, besides following the regular guidelines, an official spokesperson said.

The participation of the health department, schools, anganwadi centres, panchayati raj department, gram panchayat, urban and rural bodies, NGOs and other voluntary organisations has been sought to create mass awareness about the significance of hand-washing in the times of the COVID-19 pandemic.",Real,Fact based
,,"Oct 15, 2020 00:00 (IST)
World Health Organization fears rise in deaths after global COVID-19 surge

The World Health Organization (WHO) warned against any complacency in the coronavirus death rate, saying with the increasing number of cases, mortality would also rise.

New cases are hitting 100,000 daily in Europe. Nearly 20,000 infections were reported in Britain, while Italy, Switzerland and Russia were among nations with record case numbers.

While deaths globally have fallen to around 5,000 per day from April's peak exceeding 7,500, WHO Chief Scientist Soumya Swaminathan said caseloads were rising in intensive care units.",Real,Fact based
,,"Oct 14, 2020 23:18 (IST)
YouTube bans coronavirus vaccine misinformation

Alphabet Inc's YouTube said it would remove videos from YouTube containing misinformation about COVID-19 vaccines, expanding its current rules against falsehoods and conspiracy theories about the pandemic.

The video platform said it would now ban any content with claims about COVID-19 vaccines that contradict consensus from local health authorities or the World Health Organization.

YouTube said this would include removing claims that the vaccine will kill people or cause infertility, or that microchips will be implanted in people who receive the vaccine.",Real,Fact based
